VALUE,EVT_Name,LFRDB,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue
7272,Eastern Boreal Floodplain Shrubland,7444,2444,Tr Eastern Boreal Floodplain,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,50,137,168,0.19607800000,0.53725500000,0.65882400000
7444,Eastern Boreal Floodplain Woodland,7444,2444,Tr Eastern Boreal Floodplain,Tree,666,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,50,137,168,0.19607800000,0.53725500000,0.65882400000
7445,South Florida Dwarf Cypress Savanna,7445,2445,Tr South Florida Dwarf Cypress Savanna,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.35686300000,0.76470600000,0.78039200000
7446,South Florida Pine Flatwoods,7446,2446,Tr South Florida Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SRM 811: South Florida Flatwoods,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
7447,South Florida Cypress Dome,7447,2447,Tr South Florida Cypress Dome,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.35686300000,0.76470600000,0.78039200000
7448,Southern Piedmont Dry Oak-(Pine) Forest,7368,2448,Tr Southern Piedmont Dry Oak-Pine Forest,Tree,664,Hardwood-Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.62352900000,1.00000000000,0.50196100000
7449,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,7449,2449,Tr Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 98 : Pond Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
7450,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,7450,2450,Tr Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
7451,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,7451,2451,Tr West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
7249,Atlantic Coastal Plain Peatland Pocosin and Canebrake Shrubland,7452,2452,Tr Atlantic Coastal Plain Peatland Pocosin and Canebrake,Shrub,687,Shrubland,Pocosin,LF 48: Pocosin,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,91,195,199,0.35686300000,0.76470600000,0.78039200000
7452,Atlantic Coastal Plain Peatland Pocosin and Canebrake Woodland,7452,2452,Tr Atlantic Coastal Plain Peatland Pocosin and Canebrake,Tree,687,Shrubland,Pocosin,LF 48: Pocosin,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,91,195,199,0.35686300000,0.76470600000,0.78039200000
7453,Central Florida Pine Flatwoods,7453,2453,Tr Central Florida Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
7454,East Gulf Coastal Plain Near-Coast Pine Flatwoods,7454,2454,Tr East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
7455,East Gulf Coastal Plain Southern Loblolly Flatwoods,7455,2455,Tr East Gulf Coastal Plain Southern Loblolly Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.39215700000,0.80000000000,0.80784300000
7456,Northern Atlantic Coastal Plain Pitch Pine Lowland,7456,2456,Tr Northern Atlantic Coastal Plain Pitch Pine Lowland,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
7457,South-Central Interior / Upper Coastal Plain Wet Flatwoods,7457,2457,Tr South-Central Interior/Upper Coastal Plain Wet Flatwoods,Tree,673,Hardwood,Hardwood Flatwoods,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
7458,West Gulf Coastal Plain Pine Flatwoods,7458,2458,Tr West Gulf Coastal Plain Pine Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
7459,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,7459,2459,Tr Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,91,195,199,0.35686300000,0.76470600000,0.78039200000
7460,Southern Coastal Plain Nonriverine Cypress Dome,7460,2460,Tr Southern Coastal Plain Nonriverine Cypress Dome,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.35686300000,0.76470600000,0.78039200000
7571,Southern Coastal Plain Seepage Swamp and Baygall Shrubland,7461,2461,Tr Southern Coastal Plain Seepage Swamp and Baygall,Shrub,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.84705900000,0.84705900000,0.74902000000
7461,Southern Coastal Plain Seepage Swamp and Baygall Woodland,7461,2461,Tr Southern Coastal Plain Seepage Swamp and Baygall,Tree,694,Riparian,Atlantic Swamp Forests,LF 47: Gulf Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.84705900000,0.84705900000,0.74902000000
7473,West Gulf Coastal Plain Seepage Swamp and Baygall Shrubland,7462,2462,Tr West Gulf Coastal Plain Seepage Swamp and Baygall,Shrub,694,Riparian,Atlantic Swamp Forests,LF 47: Gulf Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.84705900000,0.84705900000,0.74902000000
7462,West Gulf Coastal Plain Seepage Swamp and Baygall Woodland,7462,2462,Tr West Gulf Coastal Plain Seepage Swamp and Baygall,Tree,694,Riparian,Atlantic Swamp Forests,LF 47: Gulf Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.84705900000,0.84705900000,0.74902000000
7463,Central Appalachian Dry Oak Forest,7369,2463,Tr Central Appalachian Dry Oak Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13,69,133,0.05098000000,0.27058800000,0.52156900000
7466,Great Lakes Wooded Dune and Swale,7466,2466,Tr Great Lakes Wooded Dune and Swale,Tree,675,Riparian,Inland Marshes and Prairies,SAF 1: Jack Pine,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,174,245,224,0.68235300000,0.96078400000,0.87843100000
7475,Tamaulipan Floodplain Herbaceous,7467,2467,Tr Tamaulipan Floodplain Forest,Herb,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.02352900000,0.20784300000,0.47843100000
7474,Tamaulipan Floodplain Shrubland,7467,2467,Tr Tamaulipan Floodplain Forest,Shrub,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.02352900000,0.20784300000,0.47843100000
7467,Tamaulipan Floodplain Woodland,7467,2467,Tr Tamaulipan Floodplain Forest,Tree,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.02352900000,0.20784300000,0.47843100000
7469,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall Shrubland,7468,2468,Tr Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Shrub,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.84705900000,0.84705900000,0.74902000000
7468,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall Woodland,7468,2468,Tr Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Tree,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.84705900000,0.84705900000,0.74902000000
7861,Caribbean Coastal Mangrove,7861,2470,Tr Caribbean Coastal Wetland Systems,Tree,678,Riparian,Mangrove,SAF 106: Mangrove,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,91,195,199,0.35686300000,0.76470600000,0.78039200000
7867,Caribbean Estuary Mangrove,7867,2470,Tr Caribbean Coastal Wetland Systems,Tree,678,Riparian,Mangrove,SAF 106: Mangrove,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,91,195,199,0.35686300000,0.76470600000,0.78039200000
9059,Central Appalachian River Floodplain Forest,9059,2471,Tr Central Interior and Appalachian Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9561,Central Appalachian River Floodplain Herbaceous,9059,2471,Tr Central Interior and Appalachian Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,92,0,0.00000000000,0.36078400000,0.00000000000
9559,Central Appalachian River Floodplain Shrubland,9059,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,92,0,0.00000000000,0.36078400000,0.00000000000
9179,North-Central Interior Floodplain Forest,9179,2471,Tr Central Interior and Appalachian Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9679,North-Central Interior Floodplain Shrubland,9179,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,92,0,0.00000000000,0.36078400000,0.00000000000
9223,South-Central Interior Large Floodplain Forest,9223,2471,Tr Central Interior and Appalachian Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9725,South-Central Interior Large Floodplain Herbaceous,9223,2471,Tr Central Interior and Appalachian Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9723,South-Central Interior Large Floodplain Shrubland,9223,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9230,Southeastern Great Plains Floodplain Forest and Woodland,9230,2471,Tr Central Interior and Appalachian Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9732,Southeastern Great Plains Floodplain Herbaceous,9230,2471,Tr Central Interior and Appalachian Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,0,92,0,0.00000000000,0.36078400000,0.00000000000
9730,Southeastern Great Plains Floodplain Shrubland,9230,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Deciduous shrubland,0,92,0,0.00000000000,0.36078400000,0.00000000000
9231,Southeastern Great Plains Riparian Forest and Woodland,9231,2471,Tr Central Interior and Appalachian Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9733,Southeastern Great Plains Riparian Herbaceous,9231,2471,Tr Central Interior and Appalachian Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,0,92,0,0.00000000000,0.36078400000,0.00000000000
9731,Southeastern Great Plains Riparian Shrubland,9231,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Deciduous shrubland,0,92,0,0.00000000000,0.36078400000,0.00000000000
9258,Southern Piedmont Large Floodplain Forest,9258,2471,Tr Central Interior and Appalachian Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,92,0,0.00000000000,0.36078400000,0.00000000000
9760,Southern Piedmont Large Floodplain Herbaceous,9258,2471,Tr Central Interior and Appalachian Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,92,0,0.00000000000,0.36078400000,0.00000000000
9758,Southern Piedmont Large Floodplain Shrubland,9258,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0,92,0,0.00000000000,0.36078400000,0.00000000000
9562,Central Appalachian Stream and Riparian Herbaceous,9060,2472,Tr Central Interior and Appalachian Riparian Systems,Herb,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9560,Central Appalachian Stream and Riparian Shrubland,9060,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9060,Central Appalachian Stream and Riparian Woodland,9060,2472,Tr Central Interior and Appalachian Riparian Systems,Tree,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9207,Ozark-Ouachita Riparian Forest,9207,2472,Tr Central Interior and Appalachian Riparian Systems,Tree,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9708,Ozark-Ouachita Riparian Herbaceous,9207,2472,Tr Central Interior and Appalachian Riparian Systems,Herb,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9707,Ozark-Ouachita Riparian Shrubland,9207,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9224,South-Central Interior Small Stream and Riparian Forest,9224,2472,Tr Central Interior and Appalachian Riparian Systems,Tree,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9726,South-Central Interior Small Stream and Riparian Herbaceous,9224,2472,Tr Central Interior and Appalachian Riparian Systems,Herb,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9724,South-Central Interior Small Stream and Riparian Shrubland,9224,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9259,Southern Piedmont Small Floodplain and Riparian Forest,9259,2472,Tr Central Interior and Appalachian Riparian Systems,Tree,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9761,Southern Piedmont Small Floodplain and Riparian Herbaceous,9259,2472,Tr Central Interior and Appalachian Riparian Systems,Herb,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9759,Southern Piedmont Small Floodplain and Riparian Shrubland,9259,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.00000000000,0.36078400000,0.00000000000
9050,Atlantic Coastal Plain Small Blackwater River Floodplain Forest,9050,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9051,Atlantic Coastal Plain Small Brownwater River Floodplain Forest,9051,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9069,Central Texas Coastal Prairie River Floodplain Forest,9069,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9571,Central Texas Coastal Prairie River Floodplain Herbaceous,9069,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9569,Central Texas Coastal Prairie River Floodplain Shrubland,9069,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9071,Columbia Bottomlands Forest and Woodland,9071,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9082,East Gulf Coastal Plain Large River Floodplain Forest,9082,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9583,East Gulf Coastal Plain Large River Floodplain Herbaceous,9082,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9582,East Gulf Coastal Plain Large River Floodplain Shrubland,9082,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9139,Mississippi River High Floodplain (Bottomland) Forest,9139,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.39215700000,0.80000000000,0.80784300000
9641,Mississippi River High Floodplain (Bottomland) Herbaceous,9139,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.39215700000,0.80000000000,0.80784300000
9639,Mississippi River High Floodplain (Bottomland) Shrubland,9139,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.39215700000,0.80000000000,0.80784300000
9140,Mississippi River Low Floodplain (Bottomland) Forest,9140,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 96: Overcup Oak-Water Hickory,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,120,200,120,0.47058800000,0.78431400000,0.47058800000
9642,Mississippi River Low Floodplain (Bottomland) Herbaceous,9140,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 96: Overcup Oak-Water Hickory,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,120,200,120,0.47058800000,0.78431400000,0.47058800000
9640,Mississippi River Low Floodplain (Bottomland) Shrubland,9140,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 96: Overcup Oak-Water Hickory,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,120,200,120,0.47058800000,0.78431400000,0.47058800000
9141,Mississippi River Riparian Forest,9141,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 94: Sycamore-Sweet Gum-American Elm,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,25,160,180,0.09803900000,0.62745100000,0.70588200000
9211,Red River Large Floodplain Forest,9211,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9242,Southern Atlantic Coastal Plain Large River Floodplain Forest,9242,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9743,Southern Atlantic Coastal Plain Large River Floodplain Herbaceous,9242,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9742,Southern Atlantic Coastal Plain Large River Floodplain Shrubland,9242,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9247,Southern Coastal Plain Blackwater River Floodplain Forest,9247,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9282,West Gulf Coastal Plain Large River Floodplain Forest,9282,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9783,West Gulf Coastal Plain Large River Floodplain Herbaceous,9282,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9782,West Gulf Coastal Plain Large River Floodplain Shrubland,9282,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
