Site,Date,Transect,Meter,Species,Shrub_or_Tree,Height_cm,Width_cm,Length_cm,Tree.DBH_cm,Comments,Entered.by,Review.comment,Volume,Cover_type,Number_records,mean_Avg.Ratio.L,median_Avg.Ratio.L,SD_Avg.Ratio.L,max_Avg.Ratio.L,min_Avg.Ratio.L,mean_Max.Ratio.L,median_Max.Ratio.L,SD_Max.Ratio.L,max_Max.Ratio.L,min_Max.Ratio.L,Live.Weight_mean.Avg.Ratio.L,Live.Weight_mean.Max.Ratio.L,oldBAT,youngBAT,std.biomass,biomass
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,102,135,110,NA,NA,AMM,NA,1514700,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,6949.841966,4737.012192,NA,NA,NA,6949.841966
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,77,110,100,NA,NA,AMM,NA,847000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,3886.258761,2648.87392,NA,NA,NA,3886.258761
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,115,103,112,NA,NA,AMM,NA,1326640,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,6086.973226,4148.88087,NA,NA,NA,6086.973226
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,83,102,55,NA,NA,AMM,NA,465630,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2136.432901,1456.192637,NA,NA,NA,2136.432901
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,115,110,60,NA,NA,AMM,NA,759000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,3482.491617,2373.66624,NA,NA,NA,3482.491617
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,112,65,80,NA,NA,AMM,NA,582400,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2672.204371,1821.374464,NA,NA,NA,2672.204371
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,125,100,130,NA,NA,AMM,NA,1625000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,7455.927375,5081.96,NA,NA,NA,7455.927375
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,128,110,115,NA,NA,AMM,NA,1619200,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,7429.31545,5063.821312,NA,NA,NA,7429.31545
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,126,80,64,NA,NA,AMM,NA,645120,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2959.980227,2017.522483,NA,NA,NA,2959.980227
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,122,64,47,NA,NA,AMM,NA,366976,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1683.782403,1147.666063,NA,NA,NA,1683.782403
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,112,200,97,NA,NA,AMM,NA,2172800,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,9969.377846,6795.127808,NA,NA,NA,9969.377846
HIBADR,42975,1,25-30,Ceanothus integerrimus,Shrub,83,142,54,NA,NA,AMM,NA,636444,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2920.172457,1990.389508,NA,NA,NA,2920.172457
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,132,135,165,NA,NA,AMM,NA,2940300,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,13490.8697,9195.376608,NA,NA,NA,13490.8697
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,125,90,92,NA,NA,AMM,NA,1035000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,4748.852205,3236.8176,NA,NA,NA,4748.852205
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,92,91,120,NA,NA,AMM,NA,1004640,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,4609.55254,3141.87095,NA,NA,NA,4609.55254
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,160,195,200,NA,NA,AMM,NA,6240000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,28630.76112,19514.7264,NA,NA,NA,28630.76112
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,128,140,105,NA,NA,AMM,NA,1881600,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,8633.275661,5884.440576,NA,NA,NA,8633.275661
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,110,60,53,NA,NA,AMM,NA,349800,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1604.974397,1093.950528,NA,NA,NA,1604.974397
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,85,95,55,NA,NA,AMM,NA,444125,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2037.762305,1388.93876,NA,NA,NA,2037.762305
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,110,150,148,NA,NA,AMM,NA,2442000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,11204.53825,7637.01312,NA,NA,NA,11204.53825
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,92,135,100,NA,NA,AMM,NA,1242000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,5698.622646,3884.18112,NA,NA,NA,5698.622646
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,105,78,60,NA,NA,AMM,NA,491400,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2254.672438,1536.784704,NA,NA,NA,2254.672438
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,102,63,58,NA,NA,AMM,NA,372708,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1710.082326,1165.592091,NA,NA,NA,1710.082326
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,90,35,45,NA,NA,AMM,NA,141750,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,650.3862803,443.30328,NA,NA,NA,650.3862803
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,112,85,100,NA,NA,AMM,NA,952000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,4368.026376,2977.24672,NA,NA,NA,4368.026376
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,120,75,80,NA,NA,AMM,NA,720000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,3303.54936,2251.6992,NA,NA,NA,3303.54936
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,111,70,50,NA,NA,AMM,NA,388500,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1782.540176,1214.97936,NA,NA,NA,1782.540176
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,115,99,108,NA,NA,AMM,NA,1229580,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,5641.63642,3845.339309,NA,NA,NA,5641.63642
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,150,158,160,NA,NA,AMM,NA,3792000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,17398.6933,11858.94912,NA,NA,NA,17398.6933
HIBADR,42975,1,30-35,Ceanothus integerrimus,Shrub,200,151,140,NA,NA,AMM,NA,4228000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,19399.17596,13222.47808,NA,NA,NA,19399.17596
HIBADR,42975,1,30-35,Chamaebatia foliolosa,Shrub,41,200,170,NA,NA,AMM,NA,1394000,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,7444.960195,6119.881298,NA,NA,NA,7444.960195
HIBADR,42975,1,30-35,Chamaebatia foliolosa,Shrub,34,150,155,NA,NA,AMM,NA,790500,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,4221.837184,3470.420492,NA,NA,NA,4221.837184
HIBADR,42975,1,35-40,Ceanothus integerrimus,Shrub,133,132,136,NA,NA,AMM,NA,2387616,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,10955.01015,7466.934774,NA,NA,NA,10955.01015
HIBADR,42975,1,35-40,Ceanothus integerrimus,Shrub,119,107,94,NA,NA,AMM,NA,1196902,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,5491.701161,3743.143439,NA,NA,NA,5491.701161
HIBADR,42975,1,35-40,Ceanothus integerrimus,Shrub,101,81,65,NA,NA,AMM,NA,531765,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2439.877674,1663.02059,NA,NA,NA,2439.877674
HIBADR,42975,1,35-40,Ceanothus integerrimus,Shrub,94,104,103,NA,NA,AMM,NA,1006928,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,4620.050486,3149.02635,NA,NA,NA,4620.050486
HIBADR,42975,1,35-40,Ceanothus integerrimus,Shrub,129,52,39,NA,NA,AMM,NA,261612,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1200.34466,818.1549043,NA,NA,NA,1200.34466
HIBADR,42975,1,35-40,Ceanothus integerrimus,Shrub,132,129,136,NA,NA,AMM,NA,2315808,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,10625.53616,7242.365307,NA,NA,NA,10625.53616
HIBADR,42975,1,35-40,Chamaebatia foliolosa,Shrub,35,111,105,NA,NA,AMM,NA,407925,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,2178.612186,1790.855508,NA,NA,NA,2178.612186
HIBADR,42975,1,35-40,Chamaebatia foliolosa,Shrub,30,56,40,NA,NA,AMM,NA,67200,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,358.896216,295.018668,NA,NA,NA,358.896216
HIBADR,42975,1,35-40,Chamaebatia foliolosa,Shrub,33,111,84,NA,NA,AMM,NA,307692,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,1643.296049,1350.816726,NA,NA,NA,1643.296049
HIBADR,42975,1,35-40,Chamaebatia foliolosa,Shrub,33,62,53,NA,NA,AMM,NA,108438,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,579.1367243,476.0600345,NA,NA,NA,579.1367243
HIBADR,42975,1,35-40,Chamaebatia foliolosa,Shrub,41,105,82,NA,NA,AMM,NA,353010,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,1885.326685,1549.76994,NA,NA,NA,1885.326685
HIBADR,42975,1,35-40,Chamaebatia foliolosa,Shrub,42,107,54,NA,NA,AMM,NA,242676,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,1296.06396,1065.386165,NA,NA,NA,1296.06396
HIBADR,42975,1,35-40,Chamaebatia foliolosa,Shrub,34,45,62,NA,NA,AMM,NA,94860,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,506.6204621,416.450459,NA,NA,NA,506.6204621
HIBADR,42975,1,35-40,Chamaebatia foliolosa,Shrub,53,46,25,NA,NA,AMM,NA,60950,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,325.5167316,267.5801758,NA,NA,NA,325.5167316
HIBADR,42975,1,35-40,Chamaebatia foliolosa,Shrub,36,129,47,NA,NA,AMM,NA,218268,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,1165.707727,958.23117,NA,NA,NA,1165.707727
HIBADR,42975,1,35-40,Chamaebatia foliolosa,Shrub,35,90,54,NA,NA,AMM,NA,170100,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,908.4560468,746.7660034,NA,NA,NA,908.4560468
HIBADR,42975,1,40-45,Chamaebatia foliolosa,Shrub,26,76,59,NA,NA,AMM,NA,116584,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,622.642209,511.8222677,NA,NA,NA,622.642209
HIBADR,42975,1,40-45,Chamaebatia foliolosa,Shrub,41,94,45,NA,NA,AMM,NA,173430,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,926.240636,761.385232,NA,NA,NA,926.240636
HIBADR,42975,1,40-45,Chamaebatia foliolosa,Shrub,26,78,49,NA,NA,AMM,NA,99372,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,530.7177794,436.2588553,NA,NA,NA,530.7177794
HIBADR,42975,1,40-45,Chamaebatia foliolosa,Shrub,41,82,56,NA,NA,AMM,NA,188272,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,1005.507565,826.5439682,NA,NA,NA,1005.507565
HIBADR,42975,1,40-45,Chamaebatia foliolosa,Shrub,29,78,48,NA,NA,AMM,NA,108576,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,579.8737433,476.6658764,NA,NA,NA,579.8737433
HIBADR,42975,1,45-50,Ceanothus integerrimus,Shrub,105,165,165,NA,NA,AMM,NA,2858625,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,13116.12332,8939.94948,NA,NA,NA,13116.12332
HIBADR,42975,1,45-50,Ceanothus integerrimus,Shrub,96,150,120,NA,NA,AMM,NA,1728000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,7928.518464,5404.07808,NA,NA,NA,7928.518464
HIBADR,42975,1,45-50,Ceanothus integerrimus,Shrub,70,110,130,NA,NA,AMM,NA,1001000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,4592.851263,3130.48736,NA,NA,NA,4592.851263
HIBADR,42975,1,45-50,Ceanothus integerrimus,Shrub,80,140,130,NA,NA,AMM,NA,1456000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,6680.510928,4553.43616,NA,NA,NA,6680.510928
HIBADR,42975,1,45-50,Chamaebatia foliolosa,Shrub,25,60,61,NA,NA,AMM,NA,91500,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,488.6756513,401.6995256,NA,NA,NA,488.6756513
HIBADR,42975,1,45-50,Chamaebatia foliolosa,Shrub,44,60,40,NA,NA,AMM,NA,105600,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,563.979768,463.600764,NA,NA,NA,563.979768
HIBADR,42975,1,45-50,Chamaebatia foliolosa,Shrub,50,32,29,NA,NA,AMM,NA,46400,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,247.809292,203.703366,NA,NA,NA,247.809292
HIBADR,42975,1,45-50,Chamaebatia foliolosa,Shrub,40,82,79,NA,NA,AMM,NA,259120,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,1383.886719,1137.577935,NA,NA,NA,1383.886719
HIBADR,42975,1,45-50,Chamaebatia foliolosa,Shrub,28,68,54,NA,NA,AMM,NA,102816,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,549.1112105,451.378562,NA,NA,NA,549.1112105
HIBADR,42975,1,45-50,Chamaebatia foliolosa,Shrub,27,60,52,NA,NA,AMM,NA,84240,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,449.9020422,369.8269731,NA,NA,NA,449.9020422
HIBADR,42975,1,45-50,Chamaebatia foliolosa,Shrub,28,25,66,NA,NA,AMM,NA,46200,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,246.7411485,202.8253343,NA,NA,NA,246.7411485
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,170,120,90,NA,NA,AMM,NA,1836000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,8424.050868,5741.83296,NA,NA,NA,8424.050868
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,190,125,90,NA,NA,AMM,NA,2137500,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,9807.412163,6684.732,NA,NA,NA,9807.412163
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,180,130,85,NA,NA,AMM,NA,1989000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,9126.055107,6220.31904,NA,NA,NA,9126.055107
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,160,150,140,NA,NA,AMM,NA,3360000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,15416.56368,10507.9296,NA,NA,NA,15416.56368
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,190,150,110,NA,NA,AMM,NA,3135000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,14384.20451,9804.2736,NA,NA,NA,14384.20451
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,180,150,140,NA,NA,AMM,NA,3780000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,17343.63414,11821.4208,NA,NA,NA,17343.63414
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,190,120,130,NA,NA,AMM,NA,2964000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,13599.61153,9269.49504,NA,NA,NA,13599.61153
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,160,90,80,NA,NA,AMM,NA,1152000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,5285.678976,3602.71872,NA,NA,NA,5285.678976
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,180,190,140,NA,NA,AMM,NA,4788000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,21968.60324,14973.79968,NA,NA,NA,21968.60324
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,175,130,140,NA,NA,AMM,NA,3185000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,14613.61766,9960.6416,NA,NA,NA,14613.61766
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,150,160,130,NA,NA,AMM,NA,3120000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,14315.38056,9757.3632,NA,NA,NA,14315.38056
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,165,90,160,NA,NA,AMM,NA,2376000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,10901.71289,7430.60736,NA,NA,NA,10901.71289
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,180,140,120,NA,NA,AMM,NA,3024000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,13874.90731,9457.13664,NA,NA,NA,13874.90731
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,170,150,130,NA,NA,AMM,NA,3315000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,15210.09185,10367.1984,NA,NA,NA,15210.09185
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,170,130,140,NA,NA,AMM,NA,3094000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,14196.08572,9676.05184,NA,NA,NA,14196.08572
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,170,120,150,NA,NA,AMM,NA,3060000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,14040.08478,9569.7216,NA,NA,NA,14040.08478
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,150,100,155,NA,NA,AMM,NA,2325000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,10667.71148,7271.112,NA,NA,NA,10667.71148
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,190,130,140,NA,NA,AMM,NA,3458000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,15866.21345,10814.41088,NA,NA,NA,15866.21345
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,145,105,55,NA,NA,AMM,NA,837375,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,3842.09673,2618.77308,NA,NA,NA,3842.09673
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,160,85,95,NA,NA,AMM,NA,1292000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,5928.035796,4040.54912,NA,NA,NA,5928.035796
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,150,130,65,NA,NA,AMM,NA,1267500,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,5815.623353,3963.9288,NA,NA,NA,5815.623353
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,170,60,50,NA,NA,AMM,NA,510000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2340.01413,1594.9536,NA,NA,NA,2340.01413
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,170,75,65,NA,NA,AMM,NA,828750,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,3802.522961,2591.7996,NA,NA,NA,3802.522961
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,200,100,60,NA,NA,AMM,NA,1200000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,5505.9156,3752.832,NA,NA,NA,5505.9156
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,170,85,80,NA,NA,AMM,NA,1156000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,5304.032028,3615.22816,NA,NA,NA,5304.032028
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,160,230,90,NA,NA,AMM,NA,3312000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,15196.32706,10357.81632,NA,NA,NA,15196.32706
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,120,150,115,NA,NA,AMM,NA,2070000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,9497.70441,6473.6352,NA,NA,NA,9497.70441
HIBADR,42976,2,0-5,Ceanothus integerrimus,Shrub,118,70,45,NA,NA,AMM,NA,371700,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1705.457357,1162.439712,NA,NA,NA,1705.457357
