site,severity,evc,n
MIXMIX,mod,155,19
MIXMIX,mod,156,10
MIXMIX,mod,157,8
MIXMIX,mod,158,4
MIXMIX,mod,159,3
MIXMIX,mod,160,4
MIXMIX,mod,161,2
MIXMIX,mod,162,5
MIXMIX,mod,163,1
MIXMIX,mod,164,2
MIXMIX,mod,165,1
MIXMIX,mod,166,2
MIXMIX,mod,238,1
MIXMIX,mod,241,1
MIXMIX,mod,242,2
MIXMIX,mod,244,1
MIXMIX,mod,245,2
MIXMIX,mod,332,1
MIXMOR,mod,128,1
MIXMOR,mod,130,1
MIXMOR,mod,131,1
MIXMOR,mod,132,1
MIXMOR,mod,133,6
MIXMOR,mod,134,9
MIXMOR,mod,135,10
MIXMOR,mod,136,14
MIXMOR,mod,137,8
MIXMOR,mod,138,12
MIXMOR,mod,139,12
MIXMOR,mod,140,15
MIXMOR,mod,141,19
MIXMOR,mod,142,18
MIXMOR,mod,143,12
MIXMOR,mod,144,14
MIXMOR,mod,145,20
MIXMOR,mod,146,19
MIXMOR,mod,147,16
MIXMOR,mod,148,13
MIXMOR,mod,149,7
MIXMOR,mod,150,4
MIXMOR,mod,151,4
MIXMOR,mod,153,2
MIXMOR,mod,154,1
MIXMOR,mod,155,4
MIXMOR,mod,156,3
MIXMOR,mod,157,2
MIXMOR,mod,158,2
MIXMOR,mod,159,2
MIXMOR,mod,160,8
MIXMOR,mod,162,1
MIXMOR,mod,164,1
MIXMOR,mod,244,1
MIXMOR,mod,245,2
MIXMOR,mod,246,1
MIXMOR,mod,248,1
MIXMOR,mod,249,2
MIXMOR,mod,250,1
MIXMOR,mod,336,2
MIXRAV,mod,113,1
MIXRAV,mod,119,1
MIXRAV,mod,124,1
MIXRAV,mod,126,2
MIXRAV,mod,128,1
MIXRAV,mod,129,1
MIXRAV,mod,130,1
MIXRAV,mod,131,2
MIXRAV,mod,132,3
MIXRAV,mod,133,2
MIXRAV,mod,134,3
MIXRAV,mod,135,4
MIXRAV,mod,136,6
MIXRAV,mod,137,5
MIXRAV,mod,138,11
MIXRAV,mod,139,5
MIXRAV,mod,140,3
MIXRAV,mod,141,7
MIXRAV,mod,142,3
MIXRAV,mod,143,10
MIXRAV,mod,144,8
MIXRAV,mod,145,7
MIXRAV,mod,146,7
MIXRAV,mod,147,10
MIXRAV,mod,148,6
MIXRAV,mod,149,9
MIXRAV,mod,150,6
MIXRAV,mod,151,2
MIXRAV,mod,152,3
MIXRAV,mod,153,1
MIXRAV,mod,154,1
MIXRAV,mod,156,2
MIXRAV,mod,226,2
MIXRAV,mod,229,1
MIXRAV,mod,231,1
MIXRAV,mod,232,5
MIXRAV,mod,234,2
MIXRAV,mod,235,5
MIXRAV,mod,236,3
MIXRAV,mod,238,8
MIXRAV,mod,239,8
MIXRAV,mod,240,7
MIXRAV,mod,241,8
MIXRAV,mod,242,7
MIXRAV,mod,244,9
MIXRAV,mod,245,3
MIXRAV,mod,246,7
MIXRAV,mod,248,7
MIXRAV,mod,249,4
MIXRAV,mod,250,1
MIXRAV,mod,251,4
MIXRAV,mod,252,2
MIXRAV,mod,255,2
MIXRAV,mod,256,2
MIXRAV,mod,310,1
MIXRAV,mod,314,1
MIXRAV,mod,327,1
MIXRAV,mod,330,1
MIXRAV,mod,331,2
MIXRAV,mod,332,1
MIXRAV,mod,334,1
MIXRAV,mod,335,6
MIXRAV,mod,336,2
MIXRAV,mod,338,4
MIXRAV,mod,339,4
MIXRAV,mod,340,3
MIXRAV,mod,342,2
MIXRAV,mod,344,5
MIXRAV,mod,346,1
MIXRAV,mod,347,1
MIXRAV,mod,348,1
MIXRAV,mod,351,1
MIXRAV,mod,352,1
MIXRAV,mod,355,3
MIXRAV,mod,360,2
MIXRIV,mod,130,1
MIXRIV,mod,132,1
MIXRIV,mod,135,1
MIXRIV,mod,136,2
MIXRIV,mod,137,5
MIXRIV,mod,138,6
MIXRIV,mod,139,5
MIXRIV,mod,140,7
MIXRIV,mod,141,7
MIXRIV,mod,142,4
MIXRIV,mod,143,4
MIXRIV,mod,144,6
MIXRIV,mod,145,5
MIXRIV,mod,146,7
MIXRIV,mod,147,2
MIXRIV,mod,148,7
MIXRIV,mod,149,10
MIXRIV,mod,150,10
MIXRIV,mod,151,12
MIXRIV,mod,152,16
MIXRIV,mod,153,27
MIXRIV,mod,154,7
MIXRIV,mod,155,8
MIXRIV,mod,156,11
MIXRIV,mod,157,9
MIXRIV,mod,158,10
MIXRIV,mod,159,15
MIXRIV,mod,160,4
MIXRIV,mod,161,8
MIXRIV,mod,162,6
MIXRIV,mod,163,6
MIXRIV,mod,164,4
MIXRIV,mod,165,2
MIXRIV,mod,166,1
MIXRIV,mod,168,1
MIXRIV,mod,234,2
MIXRIV,mod,235,1
MIXRIV,mod,236,3
MIXRIV,mod,239,1
MIXRIV,mod,240,3
MIXRIV,mod,241,5
MIXRIV,mod,242,5
MIXRIV,mod,244,5
MIXRIV,mod,245,3
MIXRIV,mod,246,1
MIXRIV,mod,248,3
MIXRIV,mod,249,1
MIXRIV,mod,250,1
MIXRIV,mod,252,1
MIXRIV,mod,326,1
MIXRIV,mod,327,2
MIXRIV,mod,329,1
MIXRIV,mod,331,1
MIXWAT,mod,129,1
MIXWAT,mod,130,1
MIXWAT,mod,134,1
MIXWAT,mod,135,1
MIXWAT,mod,136,2
MIXWAT,mod,137,1
MIXWAT,mod,139,1
MIXWAT,mod,140,3
MIXWAT,mod,141,1
MIXWAT,mod,142,3
MIXWAT,mod,143,2
MIXWAT,mod,144,3
MIXWAT,mod,145,4
MIXWAT,mod,146,9
MIXWAT,mod,147,4
MIXWAT,mod,148,8
MIXWAT,mod,149,6
MIXWAT,mod,150,13
MIXWAT,mod,151,9
MIXWAT,mod,152,7
MIXWAT,mod,153,13
MIXWAT,mod,154,17
MIXWAT,mod,155,11
MIXWAT,mod,156,11
MIXWAT,mod,157,5
MIXWAT,mod,158,17
MIXWAT,mod,159,9
MIXWAT,mod,160,12
MIXWAT,mod,161,11
MIXWAT,mod,162,7
MIXWAT,mod,163,9
MIXWAT,mod,164,6
MIXWAT,mod,165,6
MIXWAT,mod,166,8
MIXWAT,mod,167,7
MIXWAT,mod,168,1
MIXWAT,mod,169,5
MIXWAT,mod,174,1
MIXWAT,mod,235,1
MIXWAT,mod,240,3
MIXWAT,mod,241,2
MIXWAT,mod,242,3
MIXWAT,mod,246,2
MIXWAT,mod,248,1
MIXWAT,mod,250,5
MIXWAT,mod,251,1
MIXWAT,mod,252,2
MIXWAT,mod,254,1
MIXWAT,mod,258,1
MIXWAT,mod,329,1
MIXWAT,mod,330,1
MIXWAT,mod,332,3
MIXWAT,mod,334,2
MIXWAT,mod,335,2
MIXWAT,mod,338,1
MIXWAT,mod,339,1
MIXWAT,mod,348,1
